"","k.star.lme","k.star.mcmc","se.lme","se.mcmc"
"Alternanthera_denticulata",2.01699423193835,1.97376416140807,0.539455414307685,0.550816244744104
"Alternanthera_pungens",2.48238302590931,2.46669294605625,0.513269368925248,0.519079187266876
"Amaranthus_retroflexus",2.39897296021635,2.37715286641361,0.41937364110253,0.429655474903282
"Amauriopsis_dissecta",2.30739265933167,2.277641672716,0.500107462911574,0.494498486866346
"Ambrosia_psilostachya",2.46252798404355,2.4495684960509,0.500107462911582,0.476175843434073
"Ambrosia_tenuifolia",2.53308052901478,2.52060994443915,0.451926720929016,0.451649753898923
"Amelanchier_arborea",1.38966691430735,1.35129679940224,0.445285205382675,0.451780625929608
"Amelanchier_lamarckii",0.925496538051247,0.897619797268021,0.400638775143858,0.398845283992927
"Amomyrtella_guilii",0.143717283221856,0.117754744631118,0.534758298002762,0.523981551411286
"Ampelocera_ruizii",1.58399292757647,1.56417595407103,0.569007840073277,0.590135593876758
"Ampelodesmos_mauritanicus",0.874875738028951,0.856974273370592,0.513350303623962,0.510847661273332
"Amphilophium_cynanchoides",3.30714121433456,3.29411003696559,0.513269368925244,0.516554227639524
"Amsinckia_douglasiana",1.20366222053139,1.18677412470178,0.661444973440191,0.648427892666048
"Anagyris_foetida",3.02587712979739,3.00440971077118,0.503506824701625,0.486075300701254
"Anaphalis_lactea",1.17723537157484,1.15396339160857,0.540634176954391,0.52219773309304
"Anaptychia_ciliaris",1.79876402549009,1.77590255918906,0.528211758492828,0.542680972020296
"Andromeda_polifolia",0.753746740811852,0.725970700800716,0.391083172915381,0.399370609279972
"Andropogon_virginicus",0.582001885979508,0.568302308722399,0.53601038744261,0.538997244719462
"Anemone_narcissiflora",2.19536278270599,2.1813024216404,0.446079998187329,0.4478979722292
"Angelica_archangelica",2.73206289310818,2.71168121102064,0.490265091478164,0.501074204705646
"Angelica_sylvestris",2.74738299920834,2.72471081559611,0.428187812595596,0.425765138504964
"Antennaria_dioica",1.01685563397191,0.98593610956702,0.500753815983571,0.511377446055468
"Antennaria_parvifolia",1.04426152114908,1.00966936007275,0.500107462911574,0.519290140710931
"Antennaria_rosulata",1.22958535794301,1.22817085548676,0.500107462911573,0.486778769097174
"Anthemis_cotula",2.30532237391266,2.28654369680234,0.507430720032966,0.518032538523876
"Anthoxanthum_odoratum",1.22277053161152,1.20730971738543,0.403725804764734,0.398848295521144
"Anthriscus_sylvestris",2.30544022773366,2.28565168166908,0.424336241776128,0.433899165100125
"Apeiba_membranacea",0.83223130836046,0.824384783038079,0.558356229974267,0.551909738626403
"Arachis_pintoi",2.93191803894578,2.9096498355436,0.569007840073268,0.565504555074503
"Araucaria_angustifolia",0.630990548668916,0.614731694019017,0.498233923470892,0.495576613992938
"Araucaria_cunninghamii",0.505347210126349,0.47259313377548,0.506037810038742,0.52065906376041
